,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40
10694,54, Federal-gov,21698, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40
20755,50, Private,234373, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1485,40
8731,22, Private,310152, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,3325,0,40
5564,18, ?,279288, 10th,6, Never-married, ?, Other-relative, White, Female,0,0,30
16749,38, ?,338212, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,20
6664,39, Local-gov,177907, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40
13504,47, Private,233511, Masters,14, Divorced, Sales, Not-in-family, White, Male,27828,0,60
31147,40, Federal-gov,330174, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40
31370,46, Private,166809, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40
12345,41, Federal-gov,186601, HS-grad,9, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40
18316,26, Private,341353, Bachelors,13, Never-married, Other-service, Other-relative, White, Male,0,0,15
32388,47, Private,248059, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,47
15138,22, Private,332194, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40
10362,65, Private,190568, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,810,36
25906,21, Private,212114, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,8
8624,57, Private,218649, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40
24272,21, Private,124242, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,40
8160,57, Private,182028, Assoc-acdm,12, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35
20814,39, Private,101020, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40
12023,67, Private,64148, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,41
4187,35, Private,174856, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2885,0,40
1490,26, Private,101150, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,41
30136,26, Private,152035, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40
3312,23, Private,227594, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,38
24209,51, Private,282549, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3137,0,40
28031,20, Private,157595, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40
30547,18, Private,237646, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30
4315,65, Self-emp-not-inc,225473, Some-college,10, Widowed, Craft-repair, Not-in-family, White, Female,0,0,35
10424,60, ?,230165, Bachelors,13, Married-civ-spouse, ?, Husband, Black, Male,0,0,40
17342,38, Private,436361, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,75
28396,39, Private,150057, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55
1559,18, Private,208447, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,6
25379,76, Local-gov,329355, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,13
4205,48, Private,107682, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10
6866,47, Private,359766, 7th-8th,4, Divorced, Handlers-cleaners, Other-relative, Black, Male,0,0,40
14171,38, Private,58108, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50
9292,19, ?,233779, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,60
13762,51, Self-emp-not-inc,136322, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1579,40
8882,41, Self-emp-not-inc,200574, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60
20876,48, ?,112860, 10th,6, Married-civ-spouse, ?, Wife, Black, Female,0,0,35
31313,44, Private,267790, 9th,5, Never-married, Other-service, Unmarried, Black, Female,0,0,40
26204,18, State-gov,272918, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15
4459,29, ?,168873, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,30
26341,36, Private,214807, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,37
11497,33, Private,54782, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1579,42
23145,28, Private,36601, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,35
16272,41, Private,205153, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40
3280,31, Local-gov,446358, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50
5656,33, Private,260782, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41
31043,57, Private,175017, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40
9842,25, Private,395512, 12th,8, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,40
11565,64, Self-emp-not-inc,167149, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25
8640,23, State-gov,33551, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38
13245,19, Private,99246, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25
13024,84, ?,368925, 5th-6th,3, Widowed, ?, Not-in-family, White, Male,0,0,15
15966,24, Private,22201, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40
32242,33, Private,198069, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65
27679,38, Private,105150, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45
3461,31, Private,329301, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,55
2152,44, Private,146659, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,35
22473,34, Private,198613, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,25
3844,43, State-gov,199806, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40
22028,23, Private,139012, Assoc-voc,11, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40
29098,22, Private,300871, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40
9953,32, Private,130057, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55
19682,38, Private,260997, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40
31208,35, Private,29145, Assoc-voc,11, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40
30470,29, State-gov,201556, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50
26645,48, Private,345831, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40
9563,26, Private,275703, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40
7734,49, Self-emp-not-inc,179048, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60
22867,54, Private,202415, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40
22929,74, Self-emp-not-inc,392886, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,14
7337,27, Private,423250, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60
7009,37, Private,190964, HS-grad,9, Separated, Exec-managerial, Own-child, White, Male,0,0,40
17573,76, Private,278938, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20
16781,45, Private,301802, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50
30771,24, Private,206827, Some-college,10, Never-married, Sales, Own-child, White, Female,5060,0,30
6792,23, Private,179423, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,5
4774,36, Self-emp-not-inc,206520, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,40
6593,44, Private,111275, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,38
20070,33, Private,377283, Bachelors,13, Separated, Sales, Not-in-family, White, Female,0,0,50
24476,43, Private,113324, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40
18978,44, Private,86298, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40
26470,25, Private,33610, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45
24919,19, Private,118535, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,18
26140,28, Private,136985, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35
19387,62, Private,147627, 9th,5, Never-married, Priv-house-serv, Not-in-family, Black, Female,1055,0,22
5639,35, Private,176756, 12th,8, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40
6731,31, Private,595000, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,35
23481,40, Self-emp-not-inc,98985, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50
23189,51, Federal-gov,140516, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40
4318,45, Private,449354, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40
14166,32, State-gov,438711, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40
27960,41, Local-gov,336571, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40
6341,70, ?,293076, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,30
16665,31, Private,123430, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65
26029,50, Private,116933, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,33
3127,26, Private,200639, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40
30778,60, Private,225014, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40
2184,46, Private,187581, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,0,0,40
13886,28, Private,306830, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40
19339,22, Private,29810, Some-college,10, Never-married, Transport-moving, Own-child, White, Female,0,0,30
977,78, Private,182977, HS-grad,9, Widowed, Other-service, Not-in-family, Black, Female,2964,0,40
31322,23, Private,149204, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40
8524,50, Self-emp-not-inc,57758, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,60
5349,19, Private,571853, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30
18448,24, Private,230475, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44
20292,47, Private,249935, 11th,7, Divorced, Craft-repair, Own-child, White, Male,0,0,8
13904,47, Local-gov,162187, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40
18344,23, Private,162228, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40
10439,19, ?,252292, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40
14966,19, Private,159313, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40
17618,32, Private,73498, 7th-8th,4, Divorced, Other-service, Unmarried, White, Female,0,0,40
23348,30, Private,289458, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40
29012,52, Private,145155, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40
23909,50, Private,138358, 10th,6, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,47
31767,45, Private,49298, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40
490,46, Federal-gov,371373, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40
24808,28, ?,30237, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,40
17752,22, Private,238917, 1st-4th,2, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,24
17250,34, Private,227282, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40
16580,27, Private,168138, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40
5914,29, Private,283760, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40
28682,22, Private,95566, Some-college,10, Married-spouse-absent, Sales, Own-child, Other, Female,0,0,22
23438,45, State-gov,199326, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45
8456,23, Private,118693, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,35
27419,61, Private,243283, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40
26860,53, Self-emp-inc,136823, 11th,7, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30
6021,51, Local-gov,319054, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60
20261,44, Private,185798, Assoc-voc,11, Separated, Craft-repair, Other-relative, White, Male,0,0,48
29683,17, Private,136363, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,20
1581,29, Private,200511, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50
3529,46, Private,189680, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50
10287,41, Self-emp-inc,397280, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72
9804,30, Self-emp-inc,185384, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25
4941,17, ?,139183, 10th,6, Never-married, ?, Own-child, White, Female,0,0,15
12012,55, Private,144084, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40
26736,47, Private,97176, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40
18,43, Self-emp-not-inc,292175, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45
31187,38, Private,269318, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,50
23397,66, Private,28367, Bachelors,13, Married-civ-spouse, Priv-house-serv, Other-relative, White, Male,0,0,99
28652,22, Private,315974, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40
31674,36, Private,749636, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40
8157,31, Local-gov,58624, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40
6140,54, Private,172281, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2051,50
26349,33, Local-gov,182971, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40
1664,39, ?,71701, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,40
27399,35, Private,82622, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40
15186,43, Private,191196, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55
15120,54, Private,203635, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,60
9221,19, Private,199441, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40
10742,28, Private,119793, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,60
5830,46, Private,192360, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35
381,25, Private,344991, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40
1824,51, Private,221532, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40
20298,17, Private,147339, 10th,6, Never-married, Prof-specialty, Own-child, Other, Female,0,0,15
544,32, Private,84179, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45
31872,28, Private,95566, 1st-4th,2, Married-spouse-absent, Other-service, Own-child, Other, Female,0,0,35
16136,48, Private,174829, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40
17816,55, Private,177380, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,29
22040,47, Self-emp-not-inc,122307, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40
14119,40, Private,105794, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,14084,0,50
31529,52, Private,173987, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40
32150,23, Private,267471, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25
17071,28, Private,167987, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40
