,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
31766,19, Private,183532, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
4755,32, Self-emp-not-inc,39369, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
3039,50, Local-gov,125417, Prof-school,15, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,52, United-States, >50K
27395,38, Federal-gov,201617, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27086,32, Local-gov,230912, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,4865,0,40, United-States, <=50K
2503,61, Private,146788, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32015,62, ?,178764, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
26998,60, State-gov,190682, Assoc-voc,11, Widowed, Other-service, Not-in-family, Black, Female,0,0,37, United-States, <=50K
8667,27, Private,81540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28521,42, Private,204235, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
15052,32, Private,309513, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
5685,69, State-gov,159191, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,810,38, United-States, <=50K
4665,45, Private,26781, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,8, United-States, <=50K
2640,42, Local-gov,142756, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
24862,61, Private,34632, 12th,8, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
9701,26, State-gov,272986, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Black, Female,0,0,8, United-States, <=50K
2717,51, Private,209912, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
9449,29, Self-emp-not-inc,32280, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
2994,39, Local-gov,167864, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
31574,18, Private,261720, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18464,65, Private,173674, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,0,0,14, United-States, <=50K
29580,21, Private,276709, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
9050,25, Private,208591, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
5707,43, Self-emp-not-inc,145441, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
17604,29, Private,95465, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,42, United-States, <=50K
5261,42, Private,179557, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
9334,38, Private,104089, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24235,37, Private,49626, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,43, United-States, <=50K
2833,29, Private,161478, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
26354,23, Federal-gov,344394, Some-college,10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
21185,28, Self-emp-not-inc,420054, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
14666,34, Private,97306, Bachelors,13, Divorced, Craft-repair, Unmarried, White, Female,0,0,25, United-States, <=50K
24338,43, Private,273230, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25553,51, Private,289572, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K
15313,18, Private,200603, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, <=50K
7846,22, Private,58916, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
18725,20, Private,215495, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
27122,23, Private,199452, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32289,31, Private,47151, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,56, United-States, <=50K
22623,29, Private,163167, HS-grad,9, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
19725,49, Self-emp-not-inc,102110, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, >50K
12937,65, Private,80174, HS-grad,9, Divorced, Exec-managerial, Other-relative, White, Female,1848,0,50, United-States, <=50K
248,45, Private,153141, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, ?, <=50K
3920,29, Private,183627, 11th,7, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26823,25, Private,122489, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,1726,60, United-States, <=50K
16465,52, Federal-gov,312500, Assoc-voc,11, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
10709,25, Private,190350, 10th,6, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
27937,25, Private,248990, 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
12123,24, Private,29810, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32559,52, Self-emp-inc,287927, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,40, United-States, >50K
10587,19, Private,250818, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24031,30, Self-emp-not-inc,79303, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
13820,30, Private,176123, 10th,6, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
5615,28, Private,224964, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
32535,34, Private,160216, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, >50K
25962,61, Self-emp-not-inc,221884, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
18621,70, ?,118630, Assoc-voc,11, Widowed, ?, Unmarried, White, Female,0,0,35, United-States, <=50K
21323,20, State-gov,432052, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,15, United-States, <=50K
7954,45, Private,273435, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22931,23, Private,520759, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
1550,17, Private,130806, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
8512,29, Private,34292, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,38, United-States, <=50K
22335,26, Private,300290, 11th,7, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24928,29, Private,231554, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
28795,38, State-gov,200904, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,30, United-States, >50K
7297,21, Self-emp-not-inc,318865, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
24934,22, Private,194848, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
32402,48, Private,325372, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
2108,66, Private,146454, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5556,0,40, United-States, >50K
22740,22, Private,147655, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
9616,60, Private,128367, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,3325,0,42, United-States, <=50K
15956,23, Private,520231, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
30119,44, Private,191149, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,57, United-States, <=50K
5525,20, ?,201680, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,35, United-States, <=50K
19275,26, Private,335998, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
7865,33, Self-emp-not-inc,134737, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
15739,45, Local-gov,166181, HS-grad,9, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
24032,25, Local-gov,182380, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
10300,27, Private,157941, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
14793,39, Federal-gov,257175, Bachelors,13, Divorced, Tech-support, Unmarried, Black, Female,0,625,40, United-States, <=50K
30333,20, ?,162667, 11th,7, Never-married, ?, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
11932,43, Federal-gov,56063, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
7069,30, Private,193598, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico, <=50K
4864,32, State-gov,182556, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,45, United-States, >50K
1009,51, Private,220537, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
3732,64, State-gov,264544, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,5, United-States, >50K
12623,63, Self-emp-inc,110890, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, >50K
15871,49, State-gov,194895, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
15072,22, Private,147227, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
24399,44, Private,104196, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
11031,33, Private,348618, 5th-6th,3, Married-spouse-absent, Transport-moving, Unmarried, Other, Male,0,0,20, El-Salvador, <=50K
14617,38, ?,203482, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,45, United-States, <=50K
7467,54, Private,155433, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
10229,28, Private,394927, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
28466,35, Private,187625, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,65, United-States, <=50K
16152,39, Private,114844, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1876,50, United-States, <=50K
21838,46, Private,114797, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,36, United-States, <=50K
27380,50, Federal-gov,222020, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
3104,46, Private,176814, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
11242,37, Private,111128, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
16145,19, ?,134974, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
24649,64, Private,260082, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
18304,21, Private,315303, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
2492,18, Private,415520, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
15530,47, Private,265275, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
6019,57, Self-emp-not-inc,190554, 10th,6, Divorced, Exec-managerial, Own-child, White, Male,0,0,60, United-States, >50K
11274,29, Private,200928, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
6901,34, Private,223678, HS-grad,9, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
1206,38, Private,79619, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,42, United-States, >50K
19336,72, ?,76860, HS-grad,9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,1, United-States, <=50K
32089,66, Private,115498, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, ?, >50K
30335,54, Private,142169, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
737,56, Private,156052, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,594,0,20, United-States, <=50K
3441,46, Private,207940, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
5566,30, Private,303867, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,44, United-States, <=50K
18967,27, Private,154210, 11th,7, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35, India, <=50K
10771,43, Self-emp-not-inc,89636, Bachelors,13, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,60, South, <=50K
12302,32, Private,196342, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
15833,25, Private,250038, Masters,14, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
18237,28, Private,168901, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
16591,40, Private,182140, HS-grad,9, Separated, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
11428,40, Self-emp-not-inc,29762, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
11822,37, Private,230408, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
11293,73, ?,89852, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Portugal, <=50K
11441,33, Private,99339, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,880,40, United-States, <=50K
16471,23, Private,462294, Assoc-acdm,12, Never-married, Other-service, Own-child, Black, Male,0,0,44, United-States, <=50K
21998,25, Private,69847, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
6783,22, Private,221533, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
2619,41, Federal-gov,263339, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
7374,39, Local-gov,116666, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,4650,0,48, United-States, <=50K
21385,32, Private,732102, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
